size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
122886144,0.0,1744,0,6.0,0.0,0,4,37,0,1,1
55803904,0.99,16567,1155,8.0,4.5,0,0,43,4,1,1
188956672,0.0,187315,9,3.0,4.0,3,0,37,5,9,1
22185984,2.99,4781,1,8.0,5.0,0,4,37,5,10,1
66160640,3.99,94,4,8.0,4.5,0,0,37,0,1,1
28135424,0.99,29554,55,7.0,5.0,0,3,37,0,3,1
27962441,0.99,32988,2489,7.0,4.0,2,0,47,5,1,1
133238784,0.0,373519,127,6.0,4.0,0,4,37,0,32,1
151573504,0.0,334293,919,7.0,4.0,3,4,37,5,16,1
27069440,1.99,2302,3,6.0,5.0,0,3,37,5,1,1
101259264,0.0,60659,57,5.0,2.5,3,4,37,5,10,1
168192000,2.99,2562,10,7.0,4.5,0,0,37,5,4,1
17485824,4.99,3042,6,6.0,4.0,0,4,37,5,11,1
5234688,0.99,338,12,4.0,2.0,0,4,43,0,1,1
237913088,2.99,16434,3,8.0,4.5,0,4,37,0,9,1
233513984,2.99,10046,7,8.0,5.0,0,4,37,0,9,1
110420992,0.0,29107,85,5.0,4.0,2,4,37,5,10,1
47774720,1.99,878,48,7.0,4.5,3,0,38,5,1,1
22259712,0.99,1140,20,6.0,3.5,0,0,37,4,1,1
431771648,2.99,35074,403,8.0,4.0,0,0,43,0,6,1
120357888,0.0,59639,11,5.0,2.5,3,4,37,4,1,1
90828800,4.99,2913,357,7.0,5.0,0,4,43,5,1,1
30796800,0.0,39722,0,5.0,0.0,0,3,37,5,1,1
151397376,0.0,81006,25,6.0,3.0,0,1,37,0,1,1
46880768,0.0,53465,204,6.0,4.0,0,0,37,5,1,1
48741376,0.99,395261,88,8.0,4.5,0,0,37,0,1,1
17145856,1.99,2021,147,8.0,4.5,0,4,37,4,12,1
25808896,0.0,182,0,5.0,0.0,3,1,37,5,3,1
81924096,0.0,291787,589,7.0,5.0,0,1,37,4,1,1
19451904,1.99,2441,4,7.0,5.0,3,4,38,4,12,1
118683648,0.99,1372,25,7.0,4.0,2,0,37,2,1,1
723764224,249.99,773,10,7.0,3.5,0,2,37,5,3,1
111275008,0.0,200047,177,7.0,4.0,0,4,37,0,1,1
109616128,0.0,112,0,6.0,0.0,2,4,37,5,17,1
120725504,0.0,148160,63,8.0,3.5,0,4,37,5,1,1
68491264,0.0,108507,628,5.0,3.0,0,4,37,5,2,1
122153984,0.0,46,0,5.0,0.0,0,1,37,5,1,1
122315776,0.0,51427,874,7.0,5.0,0,3,37,5,1,1
17010688,0.99,53821,165,6.0,4.0,2,0,43,1,1,0
3691520,0.0,38681,563,7.0,4.5,0,4,37,3,28,1
31387648,0.99,17776,6,7.0,5.0,0,0,37,0,11,1
135044096,0.0,287589,73088,8.0,4.5,0,4,12,0,35,1
55815168,2.99,7308,15,7.0,4.5,0,4,37,5,30,1
132632576,0.0,342969,88478,8.0,4.5,0,4,37,5,1,1
270729216,4.99,6093,3,7.0,5.0,0,0,37,5,7,1
39827456,4.99,5452,39,8.0,4.5,1,0,38,5,1,1
57328640,0.0,43064,216,5.0,2.5,0,4,37,0,2,1
40717312,0.0,64,9,8.0,5.0,0,4,37,5,14,1
141136896,0.0,220,2,8.0,5.0,0,4,37,5,13,1
146228224,0.0,114096,2157,8.0,4.0,0,0,37,5,3,1
52294656,9.99,1296,4,7.0,5.0,0,4,37,4,13,1
16332800,2.99,1293,31,7.0,5.0,0,4,37,5,11,1
164382720,0.0,19946,13,7.0,2.5,0,4,37,5,1,1
45712384,0.0,88613,392,7.0,4.5,0,1,37,5,1,1
16086016,0.99,107727,55,6.0,4.5,0,0,37,3,1,1
223805440,0.99,21416,974,8.0,4.5,0,0,43,0,5,1
22159360,2.99,533,27,7.0,4.0,0,0,37,3,9,1
20542280,2.99,32650,754,6.0,3.5,2,4,43,1,1,1
130637824,0.0,164963,69,6.0,4.0,0,4,37,5,3,1
8900608,1.99,141,15,5.0,3.0,0,4,40,0,1,1
180500480,0.0,80424,46,7.0,4.5,0,4,37,5,2,1
19853312,0.99,17190,180,7.0,4.5,0,0,40,0,1,1
42926080,0.99,7973,127,7.0,5.0,0,0,40,5,15,1
36692992,2.99,19621,1191,7.0,4.5,0,0,37,5,1,1
36647936,3.99,7315,138,7.0,4.5,0,0,37,5,6,1
91697152,0.0,118,0,5.0,0.0,2,4,37,5,1,1
51538944,0.0,290996,150,6.0,3.5,0,4,37,5,2,1
8302592,3.99,2785,90,7.0,4.0,0,4,37,5,26,1
430128128,6.99,54408,65,6.0,2.0,2,0,37,5,8,1
69960704,9.99,8138,107,7.0,4.5,0,0,37,5,13,1
767126,0.0,123190,68841,5.0,3.0,0,2,47,0,1,1
12996628,0.99,23810,582,6.0,4.0,2,0,45,0,1,1
139545600,0.0,54192,32,7.0,2.0,0,4,37,0,1,1
130394112,0.0,20953,481,7.0,4.0,0,4,37,5,1,1
101925888,9.99,71609,99,8.0,4.0,2,4,37,4,14,1
52951040,0.0,32881,7,6.0,2.0,2,4,37,5,1,1
80409600,0.0,23201,14,4.0,2.0,3,4,37,5,5,1
137312256,0.0,17906,4,5.0,3.0,0,4,37,5,1,1
144412672,74.99,927,3,6.0,2.5,0,4,37,2,21,1
27746273,1.99,18920,3014,6.0,4.5,1,0,47,0,1,1
119648256,0.99,30,0,5.0,0.0,0,4,37,0,3,1
119574528,0.0,77,1,5.0,4.0,0,4,37,0,3,1
79315968,0.0,104539,11,8.0,4.5,0,4,37,5,13,1
12818432,0.99,4016,1,7.0,5.0,2,3,37,5,1,1
18165760,1.99,299,28,7.0,4.5,0,4,38,0,1,1
253834240,1.99,5758,9,7.0,3.0,2,0,40,0,1,1
69083136,0.0,5565,140,8.0,4.5,1,0,37,5,17,1
8573952,0.99,213092,51,6.0,4.5,1,0,37,3,1,1
127284224,0.0,150158,3392,8.0,5.0,0,4,37,2,8,1
81374398,4.99,6046,446,7.0,4.0,2,0,47,0,1,1
94139392,0.0,345046,3040,8.0,4.5,0,4,37,5,36,1
13216994,0.99,35930,262,6.0,4.0,2,0,43,0,1,1
21010210,0.99,22557,526,7.0,4.0,0,0,47,0,1,1
35998720,0.99,292,1,5.0,5.0,3,4,37,1,1,1
132510720,0.0,878563,8253,8.0,4.5,2,4,37,5,18,1
37001216,0.0,22,0,6.0,0.0,0,4,37,0,30,1
64147456,0.0,10472,58,6.0,2.0,3,4,37,5,1,0
100779008,0.0,115,70,7.0,5.0,3,4,37,4,1,0
123718656,1.99,13915,205,8.0,5.0,0,4,37,2,8,1
126312448,1.99,6780,68,7.0,4.5,1,0,38,0,5,1
79882240,7.99,1701,35,7.0,4.5,0,4,37,5,21,1
6418432,1.99,6,0,6.0,0.0,0,4,37,0,8,1
74093568,0.0,19,0,5.0,0.0,0,4,37,5,1,1
12937216,4.99,3483,79,8.0,5.0,0,4,37,0,14,1
53388288,0.0,2838,26,5.0,2.5,0,3,37,5,12,1
118498304,0.0,117889,725,5.0,4.5,0,1,38,1,1,1
103197675,0.99,50710,309,6.0,4.0,1,0,45,0,1,1
24574976,2.99,3960,0,8.0,0.0,0,4,37,0,1,1
96093184,0.0,24258,305,5.0,2.5,0,1,37,0,1,1
77700096,0.0,37522,39,7.0,3.0,0,4,37,4,1,1
180804608,0.0,49578,16,6.0,3.0,0,4,37,5,20,1
56397824,0.99,626,44,7.0,5.0,0,1,38,5,2,1
229272576,1.99,9286,49,7.0,3.5,0,0,38,5,1,1
131000320,0.0,190670,19,6.0,2.5,3,4,37,3,45,1
53097472,19.99,2429,8,8.0,3.5,0,4,37,5,16,1
3375104,3.99,0,0,0.0,0.0,0,4,37,5,3,1
108166144,0.0,12811,134,6.0,1.5,0,4,37,0,22,1
89187328,1.99,32338,261,7.0,4.5,0,3,37,0,10,1
13647872,4.99,262,43,7.0,4.0,2,0,40,5,1,1
123544576,0.99,9657,47,8.0,4.5,0,0,38,0,12,1
1608704,2.99,18332,1007,8.0,5.0,0,0,37,5,2,1
50169856,0.0,53620,2872,7.0,5.0,2,4,38,0,15,1
101181440,0.99,38533,36,4.0,3.5,0,3,37,4,11,1
15329280,0.99,40,0,6.0,0.0,0,4,37,4,7,1
31845376,1.99,472,0,7.0,0.0,0,0,37,5,1,1
135032832,0.0,303856,7027,8.0,4.5,0,4,37,0,2,1
54648832,0.0,2070,0,4.0,0.0,0,4,37,0,1,1
8432232,2.99,7941,76,7.0,3.5,0,0,47,0,1,1
230720512,0.0,136833,64,6.0,4.5,2,4,37,5,6,1
80211968,0.0,112886,298,6.0,1.5,2,4,37,1,1,1
148201472,0.0,26353,3,6.0,2.5,0,4,37,5,2,1
20795392,0.0,171055,31,5.0,3.5,2,1,38,1,1,1
27934720,2.99,4540,140,7.0,4.5,1,0,43,5,15,1
208309248,0.0,1926,2,5.0,3.0,0,4,38,5,3,1
33812480,3.99,14345,100,7.0,2.5,2,4,37,0,1,1
20298752,4.99,1340,288,8.0,5.0,0,4,38,0,1,1
101346304,3.99,31912,154,8.0,5.0,0,4,37,5,9,1
210569216,0.0,354058,452,6.0,4.0,3,4,37,2,33,1
110198784,0.0,248,0,7.0,0.0,0,4,37,4,1,1
78047232,0.0,11691,44,6.0,4.5,2,4,37,5,1,1
9946112,1.99,381,6,5.0,2.0,2,1,38,0,1,1
44652544,0.0,18884,451,7.0,4.5,1,1,37,0,1,1
30369792,2.99,7410,82,7.0,4.5,1,4,37,5,1,1
376171520,1.99,15175,308,7.0,4.0,0,0,38,0,6,1
96815104,0.99,3166,34,7.0,4.5,0,4,37,5,5,1
169138176,0.0,88885,333,8.0,4.0,2,4,37,5,1,1
364490752,9.99,882,85,9.0,5.0,2,0,43,5,1,1
44135424,3.99,1729,599,7.0,4.5,3,4,37,5,3,1
112074752,0.0,43682,19,6.0,2.5,0,4,37,5,1,1
98942976,0.99,861,70,3.0,2.5,0,1,40,4,1,1
77686784,0.0,7469,68,6.0,5.0,2,4,37,0,2,1
94496768,0.0,4186,6,6.0,4.5,0,4,37,0,1,1
204959744,0.0,4885,0,6.0,0.0,2,1,38,0,2,1
32796672,4.99,3970,509,7.0,4.0,3,0,40,3,5,1
105009152,0.0,135744,594,7.0,4.5,0,4,37,4,7,1
22562816,0.0,18841,0,7.0,0.0,0,4,38,2,29,1
52632576,3.99,1438,171,7.0,4.0,0,4,37,3,10,1
151388160,0.0,10298,7,8.0,3.5,0,4,37,0,15,1
47323136,0.99,1842,23,6.0,2.5,0,4,38,1,1,1
59846656,1.99,2548,5,7.0,4.0,0,2,37,5,1,1
27807744,0.99,319,12,5.0,5.0,2,0,38,5,5,1
60976128,0.0,34507,38,6.0,5.0,2,4,37,0,1,1
194386944,0.99,26482,331,6.0,2.5,0,0,37,0,6,1
49470464,0.0,273,0,5.0,0.0,2,4,37,5,1,1
147118080,2.99,8331,24,7.0,3.5,2,4,37,3,15,1
125411328,0.99,17023,916,7.0,4.5,0,0,40,0,1,1
63316992,4.99,1101,8,7.0,4.0,0,0,38,5,1,1
15313920,0.99,1193,1,7.0,2.0,3,0,40,5,1,1
69816320,0.0,35,0,4.0,0.0,3,4,37,3,1,1
32848910,1.99,4088,436,7.0,4.5,0,0,47,4,1,1
52821364,4.99,63943,31264,7.0,4.0,3,0,47,0,1,1
146507776,0.0,70286,51,5.0,4.0,0,4,37,0,1,1
24747008,0.0,1150,0,4.0,0.0,0,4,37,5,19,1
89517056,0.0,54630,280,4.0,4.5,0,4,37,4,1,1
40722432,0.0,98777,233,5.0,4.0,0,1,37,2,12,1
73332736,0.99,649,11,7.0,4.0,0,3,37,5,1,1
83906560,0.0,60236,58,5.0,4.5,2,1,37,0,1,1
76644352,0.0,115,0,6.0,0.0,0,4,37,5,1,1
37340259,0.99,26732,1428,7.0,4.5,3,0,43,0,1,1
26137600,1.99,2722,1,8.0,5.0,0,4,37,0,1,1
107816960,0.0,11013,76,6.0,5.0,0,4,37,0,1,1
152700928,0.0,507706,181,8.0,4.5,0,4,37,5,19,1
112024576,0.0,397,0,8.0,0.0,0,4,37,0,16,1
35864576,9.99,196,3,7.0,5.0,0,4,38,5,2,1
49594368,3.99,24553,2620,7.0,4.5,1,4,38,5,26,1
114081792,2.99,12557,6,6.0,5.0,0,3,37,5,15,1
91267072,0.0,26227,7,7.0,4.5,1,4,37,4,14,1
8821760,4.99,28388,7009,9.0,5.0,0,4,38,5,9,1
69513216,2.99,282,1,7.0,5.0,0,4,38,4,1,1
7767040,0.99,19296,7,7.0,4.0,0,0,37,3,1,1
88702976,0.0,183425,4724,8.0,5.0,2,1,37,5,10,1
175966208,0.0,824451,107,8.0,3.0,0,0,38,0,10,1
84791296,0.0,512,6,6.0,5.0,0,4,38,0,2,1
27997184,2.99,315,0,6.0,0.0,0,4,37,0,31,1
131463168,0.0,268,0,6.0,0.0,0,4,37,5,6,1
5415000,1.99,438,295,8.0,4.5,0,0,45,0,1,1
126867456,0.0,187,0,6.0,0.0,0,4,37,5,3,1
878883840,4.99,15142,73,7.0,4.0,3,0,38,5,6,1
88773632,0.0,30552,18,5.0,2.5,0,4,37,0,1,1
812758016,2.99,9744,42,6.0,3.0,2,0,37,4,6,1
28616704,0.0,13482,2517,8.0,4.5,0,2,38,5,8,1
7111680,0.0,17516,125,6.0,5.0,0,4,37,5,1,1
34056767,0.0,186653,226,6.0,3.5,0,0,43,0,1,1
21450752,0.99,10031,142,7.0,5.0,0,1,43,0,1,1
97879040,0.0,81,0,5.0,0.0,0,1,37,5,1,1
22299021,0.99,9854,823,7.0,4.0,0,0,47,0,1,1
10231808,2.99,1093,106,7.0,4.5,1,4,38,0,1,1
132480000,2.99,4475,95,8.0,4.5,0,4,37,5,2,1
47182848,2.99,9405,1089,7.0,4.5,0,0,37,5,1,1
100048896,1.99,2417,1366,8.0,4.5,0,4,38,2,1,1
174839808,0.99,2923,300,8.0,4.5,0,4,37,0,7,1
13725696,2.99,8657,1468,6.0,4.0,1,1,38,4,1,1
11369472,0.99,70,1,3.0,1.0,0,3,37,4,5,1
155857920,0.0,162,32,7.0,5.0,3,4,37,5,2,1
38718464,0.99,5,0,7.0,0.0,0,4,40,0,2,1
17879270,0.99,12354,1428,7.0,4.5,2,0,47,0,1,1
96635904,0.0,269,0,5.0,0.0,2,4,37,0,1,1
8039424,3.99,0,0,0.0,0.0,1,4,37,5,1,1
105379840,0.99,426463,680,9.0,4.0,1,0,38,0,5,1
199585792,0.0,7265,11,6.0,4.0,3,4,37,5,2,1
244516864,0.0,844,1,7.0,1.0,3,4,37,5,2,1
123450368,0.0,101,1,7.0,5.0,2,1,37,5,1,1
157625344,0.0,34428,23,8.0,4.0,3,4,37,4,30,1
75612160,1.99,36946,152,8.0,4.0,0,0,38,5,3,1
68153344,0.0,21090,1325,8.0,5.0,0,4,37,4,1,1
84469760,2.99,653,8,8.0,4.5,2,0,37,1,31,1
100368384,3.99,1118,29,8.0,5.0,0,2,37,5,29,1
7344128,1.99,348,33,7.0,4.0,0,4,40,0,1,0
25097281,1.99,207,50,6.0,3.0,1,4,40,0,34,1
43439104,0.0,5000,23,8.0,4.5,2,4,37,5,10,1
83851264,3.99,15188,272,8.0,4.0,2,4,37,0,2,1
118980608,0.0,18572,307,8.0,4.5,2,4,37,3,1,1
76394496,4.99,6403,491,8.0,4.5,0,0,43,5,1,1
127382528,0.0,417779,914,8.0,4.5,2,4,37,4,10,1
48819200,4.99,9,1,9.0,5.0,2,2,38,5,5,1
30977024,0.99,107,0,4.0,0.0,0,1,37,5,1,1
8073209,1.99,72,72,3.0,2.0,0,4,47,0,1,1
15676416,2.99,2044,10,6.0,3.0,1,0,37,5,1,1
81876992,0.0,16683,21,6.0,2.5,0,4,37,5,2,1
48700821,0.99,1455,1450,5.0,3.0,2,0,47,0,1,1
581353472,4.99,15056,751,7.0,4.0,3,0,40,0,3,1
9906176,0.99,249,5,8.0,4.5,0,3,37,0,1,1
114843648,7.99,6091,75,7.0,3.5,1,0,38,3,8,1
199450624,7.99,2754,55,7.0,2.5,1,0,38,5,6,1
529755136,4.99,9870,12,8.0,4.5,2,0,40,5,1,1
70516736,0.0,82602,13,7.0,4.5,1,4,37,5,23,1
147066880,7.99,0,0,0.0,0.0,0,4,40,5,1,1
90241024,1.99,762,5,7.0,5.0,0,2,37,5,1,1
174268416,1.99,160,2,7.0,3.0,0,2,37,5,1,1
187040768,0.0,9,0,5.0,0.0,3,4,37,0,1,1
151864320,0.0,260965,228,7.0,3.0,2,4,37,0,14,0
4466688,1.99,2305,100,7.0,5.0,0,3,37,5,4,1
35478528,4.99,137,21,7.0,5.0,0,4,37,3,10,1
31869952,0.0,11999,233,7.0,4.5,0,1,37,4,1,1
21771264,1.99,1995,148,8.0,4.5,2,3,38,5,14,1
103049216,2.99,35045,250,8.0,4.5,0,4,37,0,6,1
40586240,0.99,343,15,7.0,4.5,0,1,38,0,30,1
220397568,1.99,1824,113,7.0,4.0,0,1,24,5,22,1
69057536,0.0,39642,492,7.0,4.0,0,4,37,5,1,1
101943296,0.0,679055,9673,8.0,4.5,0,0,38,4,11,1
122235904,9.99,17594,143,7.0,4.0,0,4,37,5,14,1
151954432,1.99,3531,177,7.0,4.5,0,0,38,5,1,1
138047488,3.99,1080,5,6.0,2.5,0,2,37,5,1,1
105982976,0.0,11421,57,7.0,2.5,0,4,37,4,1,1
104590336,1.99,698516,132,8.0,4.0,0,0,38,5,13,1
32051200,3.99,4497,448,7.0,4.0,2,1,24,5,1,1
225859584,0.99,163598,503,9.0,4.0,1,0,24,5,5,1
229992448,9.99,39678,114,6.0,3.5,0,0,24,5,6,1
32604160,8.99,1809,52,8.0,3.5,0,4,24,5,1,1
22948864,4.99,624,20,6.0,3.5,0,4,37,1,1,1
35422208,2.99,3761,596,8.0,4.5,0,3,40,5,1,1
32083968,3.99,353,8,7.0,3.5,2,4,24,5,1,1
150221824,4.99,6503,60,8.0,5.0,0,2,24,5,12,1
30270464,0.99,71,3,5.0,4.5,0,0,37,2,4,1
125016064,0.0,308844,139,6.0,3.0,0,1,37,5,20,1
35717120,9.99,3909,36,8.0,5.0,0,4,24,5,14,1
31955968,2.99,308,0,8.0,0.0,2,4,40,5,7,1
44099584,9.99,11156,8,8.0,2.5,0,4,24,5,1,1
34310144,4.99,8542,543,8.0,5.0,0,3,26,5,1,1
35602607,4.99,5853,3860,6.0,4.0,3,0,26,4,1,1
234123264,1.99,1506,198,7.0,4.5,1,0,26,5,6,1
133874688,0.0,1649,1,6.0,5.0,0,4,37,0,3,1
85724160,0.0,78890,449,5.0,3.5,2,1,37,5,1,0
219693056,3.99,2147,23,7.0,5.0,1,0,24,5,1,1
176164864,0.0,89110,114,8.0,4.0,0,0,24,5,10,1
59101184,0.0,208648,25664,7.0,4.5,0,4,24,4,1,1
10907191,1.99,856,38,4.0,3.5,2,1,26,3,1,1
4177920,3.99,7825,828,8.0,4.5,0,4,43,5,1,1
62978048,9.99,7033,119,7.0,4.5,0,4,37,5,11,1
66138112,1.99,4255,209,7.0,2.0,0,4,38,5,1,1
68073472,5.99,3230,5,8.0,4.0,0,4,37,5,7,1
165748736,0.0,54175,10176,8.0,4.5,0,4,24,5,9,1
33857536,4.99,308,8,7.0,4.5,0,2,24,5,1,1
22763520,0.99,2602,71,5.0,4.5,1,0,37,4,1,1
107259904,0.0,29110,324,8.0,4.5,3,4,37,5,9,1
73224192,1.99,273,8,6.0,4.5,0,4,26,5,1,1
45182976,0.0,15654,24,8.0,4.5,0,3,37,5,2,1
16292864,0.0,189,0,4.0,0.0,2,1,37,1,9,1
24851456,0.99,829,16,8.0,4.5,0,4,24,0,7,1
58463232,8.99,663,5,9.0,4.0,0,3,37,5,1,1
71002112,0.0,359832,17119,8.0,5.0,0,0,40,5,7,1
112609280,0.0,9011,49,6.0,4.0,0,1,37,5,6,1
149536768,4.99,17667,14,8.0,4.0,0,4,37,0,15,1
39844864,0.0,65450,2721,7.0,4.5,0,4,37,5,18,1
105609216,0.0,31261,374,8.0,4.5,0,4,37,5,40,1
14160896,0.99,9885,10,7.0,4.0,0,0,40,0,1,1
112515072,0.0,11091,415,5.0,4.5,0,1,37,0,6,1
64705536,0.0,132703,394,7.0,3.0,0,4,37,5,1,0
37161984,4.99,286,25,4.0,5.0,0,4,24,5,1,0
54776832,0.0,12683,108,7.0,4.0,2,4,38,0,29,1
283852800,0.0,49466,150,5.0,2.0,0,4,37,4,41,1
101923840,0.0,168,0,7.0,0.0,0,4,37,5,2,1
40479744,6.99,114,0,7.0,0.0,3,4,24,5,3,1
10612736,2.99,2798,357,8.0,4.5,0,4,24,5,1,1
94592000,0.0,62,0,6.0,0.0,0,1,37,5,1,1
33213440,9.99,1756,53,7.0,5.0,0,4,37,4,5,1
37140480,3.99,511,57,8.0,4.5,0,4,37,5,1,1
144180224,0.99,2609,9,6.0,4.5,3,0,40,5,1,1
7689537,0.0,354,215,2.0,1.0,0,4,43,0,1,1
119812096,0.0,1750,19,6.0,5.0,3,4,38,0,1,1
25137152,1.99,1121,209,8.0,4.5,1,0,43,5,1,1
65074176,0.0,339,7,8.0,4.5,0,4,38,0,1,1
34950144,0.0,34322,3167,8.0,4.5,0,4,24,5,1,1
19054592,1.99,162,17,8.0,4.5,0,4,38,3,3,1
83575808,0.0,8,1,5.0,1.0,0,4,37,3,1,1
14602240,2.99,4386,444,8.0,4.5,0,2,43,5,1,1
61595648,4.99,5397,476,9.0,5.0,0,0,40,5,7,1
134848512,0.0,75412,66,8.0,4.5,3,4,37,5,18,1
133956608,0.0,97072,143,7.0,3.5,3,4,37,0,18,1
17613824,0.0,9142,22,6.0,4.0,2,4,26,5,1,1
35975168,1.99,1957,958,8.0,4.5,0,0,40,5,1,1
127020032,4.99,2944,40,7.0,4.5,3,1,24,5,29,1
27962368,1.99,588,54,7.0,4.0,0,3,37,0,14,1
14824448,1.99,40552,238,8.0,4.5,0,0,40,3,1,1
