size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
4255744,4.99,14,0,9.0,0.0,0,4,38,5,1,1
52864000,0.0,9010,165,6.0,1.0,2,1,37,3,12,1
184817664,0.0,14268,80,7.0,3.5,2,4,37,4,11,1
185147392,4.99,1051,43,8.0,5.0,1,0,40,5,1,1
120232960,0.0,154911,1253,8.0,4.0,2,4,37,5,34,1
96925696,0.0,46859,2808,8.0,4.5,0,0,38,5,1,1
32724992,1.99,1175,0,8.0,0.0,0,3,37,5,6,1
2134631,0.0,0,0,0.0,0.0,0,1,43,0,2,1
159403008,2.99,124,9,7.0,4.5,0,2,40,4,15,1
4803584,0.0,0,0,0.0,0.0,0,4,37,3,2,1
233041920,0.99,308,56,7.0,4.0,0,0,39,5,22,1
100749312,1.99,155,63,6.0,3.5,0,0,43,5,1,1
18010112,2.99,1225,63,7.0,4.0,0,4,37,4,1,1
56923703,1.99,150,120,7.0,4.0,0,0,43,5,1,1
21285888,0.99,181,14,7.0,4.0,0,1,24,5,1,1
48359424,7.99,159,1,6.0,2.0,2,4,38,5,2,1
22281216,0.99,76,4,9.0,5.0,0,4,38,4,2,1
49776640,0.0,134,11,6.0,3.5,0,1,37,5,6,1
343504896,1.99,15430,63,8.0,4.5,2,0,37,5,1,1
266735616,0.0,18749,119,8.0,4.5,0,2,38,4,1,1
11104256,0.0,840,0,5.0,0.0,0,4,37,1,1,1
334425088,0.0,47999,691,8.0,4.5,0,4,37,5,33,1
336831488,0.0,10939,92,7.0,4.5,0,4,37,5,33,1
221737984,0.0,2057,109,8.0,4.5,2,0,40,5,1,1
323411968,0.0,24430,357,8.0,4.5,0,4,37,5,33,1
265569280,23.99,5,0,9.0,0.0,0,4,37,5,2,1
373793792,0.0,3936,3,7.0,3.5,0,0,38,5,1,1
49837056,0.0,3779,14,7.0,4.5,0,4,37,0,9,1
15577088,0.0,0,0,0.0,0.0,0,4,38,0,2,1
124726272,0.0,29078,6,8.0,4.0,2,3,37,5,21,1
114876416,4.99,2433,10,6.0,4.5,0,3,37,0,1,1
109892608,0.0,2369,11,8.0,5.0,3,1,37,4,8,1
3923968,0.99,206,15,7.0,4.5,0,3,37,0,1,1
8620032,3.99,105,28,8.0,4.5,0,4,38,5,1,1
75834368,2.99,2319,40,8.0,4.0,0,4,37,5,2,1
98576384,0.0,11174,0,6.0,0.0,2,3,37,5,16,1
32718397,0.99,13,2,5.0,3.5,0,0,43,5,1,1
142116864,0.0,1,1,9.0,5.0,3,1,38,0,2,1
116443136,0.0,11040,644,7.0,4.5,0,4,37,5,11,1
229460992,0.0,1191,572,8.0,4.5,0,0,40,3,1,1
53601280,0.0,2431,14,8.0,4.5,2,4,37,4,1,1
6660096,0.0,1,1,1.0,1.0,0,4,37,1,1,1
76704768,4.99,50,0,7.0,0.0,0,4,37,5,11,1
141524992,1.99,181,3,7.0,3.5,0,0,37,5,5,1
27372544,0.0,687,19,5.0,2.5,0,4,37,0,6,1
42894336,0.0,1356,73,4.0,2.5,0,4,38,0,1,1
83660800,2.99,421,174,8.0,4.5,1,0,43,5,2,1
34163712,0.0,0,0,0.0,0.0,3,1,40,0,1,1
74738688,0.0,27421,2544,8.0,4.5,0,4,38,0,12,1
121733120,4.99,2145,189,8.0,4.5,2,0,39,5,7,1
22910976,3.99,7,0,6.0,0.0,0,2,37,5,1,1
47202304,1.99,26,3,5.0,1.0,1,0,40,5,1,1
65385472,0.0,754,21,7.0,4.0,2,0,40,5,3,1
28262400,0.99,56,17,7.0,4.0,0,0,43,4,16,1
16686080,0.0,25193,245,8.0,5.0,3,4,37,5,2,1
72076288,0.0,97,0,7.0,0.0,3,4,38,0,2,1
47350282,0.99,3,3,6.0,3.5,0,0,43,5,12,1
76482560,8.99,10534,20,9.0,5.0,0,2,37,4,1,1
7669760,2.99,11322,10,9.0,4.5,1,4,37,0,1,1
9756672,2.99,307,152,8.0,4.5,0,4,40,5,6,1
161335296,0.0,2082,12,9.0,5.0,0,3,37,0,6,1
33414144,0.0,0,0,0.0,0.0,0,1,37,0,1,1
51642368,0.0,90355,150,6.0,1.5,0,3,37,0,25,1
92662784,0.99,2505,0,8.0,0.0,0,0,37,5,1,1
15023104,1.99,130,10,3.0,1.5,0,4,37,0,1,1
131316736,24.99,1,1,1.0,1.0,2,4,38,5,2,1
6323200,3.99,525,140,8.0,4.5,0,4,38,5,1,1
68932608,1.99,1941,154,8.0,4.5,0,0,43,1,1,1
256817152,0.99,2232,70,8.0,3.5,2,0,40,5,5,1
24890368,0.0,66002,3238,8.0,4.5,0,0,37,4,18,1
213117952,0.0,198,2,8.0,1.0,3,4,24,5,2,1
308125696,1.99,104,54,7.0,4.0,0,0,43,5,3,1
186056704,0.0,14,0,9.0,0.0,3,4,37,5,2,1
278532096,0.0,41428,20,8.0,4.5,1,0,24,5,14,1
89981952,1.99,3025,275,8.0,4.5,1,0,40,2,1,1
240980992,4.99,96,0,5.0,0.0,2,0,37,5,1,1
118532096,0.0,2,2,4.0,2.5,2,0,37,5,1,1
135656448,0.99,0,0,0.0,0.0,0,4,37,0,1,1
123812864,0.0,5230,73,7.0,4.5,0,0,38,5,11,1
131642368,0.0,80308,489,8.0,4.5,2,0,37,5,1,1
87406592,0.99,2298,63,7.0,4.5,1,0,40,2,1,1
218399744,1.99,14912,151,7.0,4.0,1,0,40,5,10,1
130438144,0.0,78,6,7.0,4.0,0,0,37,5,1,1
39256064,9.99,166,16,8.0,5.0,0,3,37,5,6,1
552239104,3.99,0,0,0.0,0.0,0,2,37,5,1,1
38045696,0.0,13237,102,6.0,3.5,0,1,37,4,13,1
147123200,0.0,464312,444,8.0,4.5,1,0,38,5,16,1
361828352,4.99,4422,2200,7.0,4.0,1,0,43,5,8,1
843794432,19.99,2747,183,8.0,5.0,2,4,37,5,1,1
15147008,0.99,53,42,8.0,4.5,0,4,40,0,25,1
35823616,0.0,1205,2,5.0,5.0,0,1,37,2,2,1
70336512,0.0,198050,94315,8.0,4.5,0,0,43,5,1,1
98507776,0.0,267394,1763,8.0,4.5,1,0,37,5,6,1
71242752,0.0,0,0,0.0,0.0,0,4,38,0,2,1
34690172,0.99,10477,10477,8.0,4.5,3,0,43,0,1,1
20610048,3.99,594,68,8.0,5.0,0,3,37,5,19,1
292712448,1.99,6419,531,8.0,5.0,1,0,40,0,1,1
438824960,2.99,11447,726,9.0,5.0,1,0,24,5,1,1
1080938496,0.0,43770,722,8.0,4.5,0,0,38,5,5,1
394020864,0.0,6009,16,6.0,4.0,0,1,37,5,2,1
16607232,0.99,34,2,7.0,5.0,0,4,37,0,2,1
23047168,0.0,445,12,8.0,5.0,0,4,37,0,2,1
133768192,0.0,9875,33,8.0,4.0,0,0,37,5,9,1
88886272,0.0,4818,53,8.0,4.5,0,3,25,5,3,1
67586048,0.0,53,1,4.0,5.0,0,4,37,4,15,1
89138176,0.0,8014,59,8.0,5.0,3,4,37,5,1,1
20853760,2.99,322,13,8.0,5.0,0,2,37,5,1,1
209825792,0.0,5237,129,8.0,4.5,2,0,38,5,1,1
82397184,2.99,1044,1,8.0,5.0,0,0,37,4,1,1
543456256,9.99,0,0,0.0,0.0,0,2,37,5,1,1
76558336,0.0,440,23,7.0,4.0,0,2,38,5,1,1
91323392,0.0,9,1,6.0,3.0,3,4,37,0,1,1
43646976,0.99,570,5,8.0,4.0,0,0,37,0,16,1
126216192,0.0,186089,1010,9.0,4.5,0,0,37,5,1,1
8078336,2.99,411,11,5.0,4.5,0,1,40,2,15,1
161118208,4.99,6891,34,8.0,4.0,0,0,37,5,1,1
49524736,2.99,9095,3789,8.0,4.5,2,0,43,5,1,1
84934656,0.99,10604,3488,8.0,4.5,0,0,43,5,11,1
78570496,0.0,12402,338,8.0,4.0,3,4,24,5,2,1
63549440,0.99,4251,786,7.0,4.5,0,3,38,5,1,1
97505280,0.0,126233,22200,8.0,4.5,0,0,40,5,9,1
48369664,1.99,2972,1160,8.0,4.0,0,0,43,5,9,1
339898368,0.0,55548,97,7.0,3.5,0,0,38,5,8,1
48181248,2.99,418,52,7.0,4.5,2,0,39,0,6,1
32999424,0.99,19,5,4.0,2.0,3,4,38,3,1,1
34903040,4.99,53,2,4.0,3.0,0,2,24,3,10,1
112133120,0.0,2555,332,8.0,4.5,1,0,38,5,2,1
67679232,2.99,50,9,6.0,2.5,2,4,43,2,1,1
124666880,0.0,141634,1655,9.0,4.0,3,0,38,5,12,1
61157376,3.99,7643,110,8.0,4.5,0,3,38,0,12,1
141391872,0.0,22079,193,8.0,4.0,0,0,43,4,1,1
135512064,0.0,10514,86,8.0,5.0,1,0,38,5,2,1
215833600,1.99,38,1,6.0,1.0,0,0,40,5,10,1
24502272,1.99,2374,464,8.0,4.5,0,0,43,5,1,1
120056832,0.0,39501,4851,8.0,4.5,0,3,37,5,18,1
262421504,0.0,187579,286,8.0,4.5,0,0,38,4,14,1
61128704,0.0,138,0,7.0,0.0,0,4,24,3,1,1
128262144,2.99,8249,18,7.0,4.5,0,0,37,5,1,1
42917888,0.0,17254,237,9.0,4.5,1,0,40,5,3,1
67177472,0.99,9003,1038,9.0,4.5,0,0,40,0,10,1
118273024,0.99,4294,829,8.0,4.5,0,0,24,5,10,1
138589184,2.99,342,24,7.0,4.5,0,2,40,4,19,1
5292032,0.0,12,0,6.0,0.0,0,4,38,0,1,1
167030784,14.99,1808,212,8.0,5.0,1,0,43,5,12,1
170882048,1.99,964,3,8.0,5.0,0,4,37,0,32,1
65107968,2.99,1,1,1.0,1.0,0,2,38,5,1,1
902940672,2.99,0,0,0.0,0.0,0,2,38,5,1,1
33418240,2.99,35109,26,7.0,2.0,0,0,37,5,1,1
3013255168,0.99,37673,9983,7.0,4.5,2,0,40,5,18,1
211591168,0.99,0,0,0.0,0.0,0,4,40,4,1,1
1777940480,0.0,188568,2850,8.0,4.5,2,0,37,5,15,1
1223352320,4.99,903,12,6.0,4.0,0,1,38,5,5,1
235831296,0.99,1257,2,7.0,4.5,0,0,37,5,1,1
2469642240,9.99,8767,965,7.0,4.5,2,0,40,5,5,1
376676352,0.0,2196,63,7.0,4.5,0,2,37,5,8,1
68850688,0.0,25,1,5.0,1.0,0,4,37,5,30,1
11411456,0.0,431,326,7.0,5.0,0,4,38,5,1,1
95378432,0.0,16221,262,8.0,5.0,0,3,38,5,4,1
51575808,0.0,1193,38,6.0,3.5,1,1,37,3,8,1
140902400,1.99,57878,6343,8.0,5.0,0,3,37,5,8,1
53620736,0.99,1766,397,8.0,4.5,0,0,43,5,30,1
108208128,4.99,0,0,0.0,0.0,0,0,38,5,1,1
502828032,0.0,116620,6593,8.0,4.5,0,0,38,4,8,1
103088128,0.99,567,312,8.0,4.5,2,0,40,5,1,1
2039808,1.99,230,141,7.0,4.5,0,3,38,5,1,1
117678080,0.0,4057,111,8.0,4.0,0,2,37,5,3,1
13448192,0.0,6,0,7.0,0.0,0,4,24,4,1,1
52002816,5.99,1478,253,7.0,4.5,0,3,38,5,12,1
112607232,0.0,13142,77,7.0,4.0,0,0,43,5,8,1
149581824,3.99,15398,2492,7.0,4.0,1,0,43,4,7,1
112668672,0.0,75034,66,7.0,4.0,0,0,38,5,6,1
102477824,0.0,16,0,8.0,0.0,3,2,38,1,2,1
44564480,0.0,8,1,7.0,4.0,0,4,37,5,1,1
40026112,0.0,0,0,0.0,0.0,0,4,38,0,1,1
243441664,0.0,2500,162,7.0,4.5,0,0,38,5,1,1
97549312,0.99,864,0,8.0,0.0,0,1,37,5,13,1
76257280,0.0,10511,2201,7.0,4.5,0,3,37,5,9,1
128229376,0.0,7503,334,9.0,5.0,0,3,37,0,9,1
70040576,4.99,0,0,0.0,0.0,0,2,37,5,2,1
55344128,3.99,19784,1086,7.0,4.5,1,0,43,5,1,1
81372160,0.0,8311,101,8.0,4.5,0,1,38,5,13,1
154353664,2.99,527,17,8.0,4.5,0,2,40,5,19,1
90467328,0.99,9567,356,8.0,4.5,2,0,37,5,2,1
187049984,0.0,2758,53,7.0,3.5,1,0,37,5,1,1
58659840,2.99,41,6,6.0,4.5,0,4,37,5,29,1
107245568,0.0,67861,173,8.0,4.5,1,0,40,5,1,1
130893824,1.99,2846,89,7.0,2.5,1,0,38,0,11,1
2405958656,0.0,34694,50,7.0,4.0,2,0,40,5,12,1
83931136,1.99,266440,6263,9.0,4.5,0,0,37,4,1,1
438601728,4.99,105,37,8.0,4.5,2,0,40,5,1,1
5907456,2.99,14,2,5.0,1.5,0,4,24,3,1,1
31798272,0.0,2485,2112,8.0,5.0,0,0,37,5,1,1
71026688,0.0,68,6,5.0,3.5,2,1,37,5,2,1
36395008,2.99,261,21,6.0,3.5,0,4,38,0,1,1
232590336,0.0,100035,195,8.0,3.5,0,0,37,5,1,1
118618112,1.99,24530,3551,8.0,4.5,0,3,38,5,5,1
170172416,4.99,662,22,7.0,3.5,2,0,38,5,1,1
270895104,4.99,308,10,9.0,5.0,2,0,38,5,1,1
30252032,0.0,172,4,3.0,3.0,0,4,37,5,1,1
17430528,0.0,900,5,8.0,4.0,0,0,37,4,1,1
52387840,0.0,2199,554,8.0,4.0,0,0,43,5,1,1
123047936,0.0,112603,537,8.0,4.5,0,4,37,5,39,1
37103616,1.99,1490,3,8.0,4.5,2,0,37,5,1,1
50511872,1.99,24,1,6.0,5.0,3,4,37,5,1,1
42598400,3.99,349,94,8.0,4.5,0,2,38,5,6,1
5627904,4.99,3,3,3.0,2.0,0,2,43,0,1,1
153100288,2.99,3473,619,7.0,4.0,2,0,43,5,1,1
99851264,0.0,70,11,4.0,1.5,0,4,37,0,17,1
112562176,0.0,11900,7,7.0,4.0,0,0,37,5,1,1
717484032,2.99,408,356,7.0,4.0,2,0,40,4,1,1
95661056,0.0,48032,899,8.0,4.0,0,0,40,3,1,1
52653056,0.0,1214,68,6.0,4.0,0,0,38,5,25,1
27680768,0.0,612,12,4.0,3.5,0,4,38,0,8,1
9931776,0.0,6,1,9.0,5.0,0,0,40,3,2,1
288161792,0.99,263,94,6.0,3.0,0,0,43,5,2,1
131477504,0.0,122868,176,8.0,4.0,0,0,37,5,11,1
1654582272,4.99,6764,105,7.0,4.5,3,0,37,5,5,1
2272493568,9.99,373,134,7.0,4.0,2,0,43,5,1,1
384600064,6.99,516,8,8.0,4.5,0,0,40,5,5,1
18964480,1.99,2152,241,9.0,5.0,0,4,37,0,3,1
87994368,2.99,14407,207,9.0,4.5,0,0,37,5,14,1
36301824,0.0,323,8,4.0,2.0,0,0,37,5,5,1
30717952,0.99,1338,202,7.0,4.5,0,3,37,5,1,1
408755200,0.0,3278,39,4.0,3.0,0,0,37,5,1,1
2213945344,2.99,425,316,8.0,4.5,0,0,40,5,1,1
128416768,0.0,804,0,9.0,0.0,3,4,38,0,2,1
74799104,0.0,416,11,7.0,4.5,2,0,37,0,18,1
129157120,0.0,417,8,8.0,5.0,0,2,37,5,24,1
206322688,3.99,953,202,8.0,4.5,0,1,37,5,1,1
113509376,0.0,134080,451,9.0,5.0,2,0,37,5,1,1
346927104,2.99,452,340,8.0,4.5,1,0,40,5,1,1
83949568,0.0,20383,138,9.0,4.5,0,2,37,5,24,1
110701568,0.0,6407,267,8.0,4.5,0,4,37,0,10,1
110566400,1.99,304,18,7.0,3.5,0,4,37,0,10,1
102875136,0.0,0,0,0.0,0.0,0,4,37,0,2,1
119598080,2.99,1690,112,8.0,4.5,1,4,38,5,4,1
130174976,1.99,252,123,8.0,4.5,0,0,38,5,1,1
34791424,0.0,19,0,8.0,0.0,2,4,38,5,2,1
175876096,0.0,80801,953,8.0,4.5,0,0,38,5,14,1
470513664,3.99,0,0,0.0,0.0,0,2,40,5,1,1
181628928,0.0,22302,221,6.0,4.0,0,0,37,5,11,1
17518592,3.99,0,0,0.0,0.0,2,0,37,0,2,1
695918592,0.99,1522,277,7.0,4.0,1,0,36,5,1,1
842893312,0.0,151559,866,8.0,4.5,2,0,40,5,1,1
1744486400,0.0,301182,3493,8.0,4.5,2,0,38,5,1,1
34959360,0.0,762,7,6.0,4.5,0,4,37,5,1,1
82531328,0.0,14402,104,8.0,4.5,0,4,37,0,4,1
126036992,4.99,98036,11022,8.0,4.5,1,0,37,5,5,1
130421760,2.99,261,84,9.0,4.5,0,0,37,5,10,1
52312064,4.99,537,2,8.0,5.0,0,3,37,5,10,1
168208384,2.99,1617,50,8.0,4.5,0,2,38,5,1,1
321802240,3.99,1286,289,6.0,3.0,0,1,40,5,1,1
16596992,0.99,9,9,7.0,4.0,3,1,43,5,2,1
28557312,0.99,144,62,8.0,5.0,0,0,40,5,16,1
198511616,0.0,11505,67,8.0,4.5,0,4,37,5,15,1
40071168,0.0,15053,1032,8.0,4.0,2,4,37,0,3,1
112109568,0.0,94,13,5.0,4.5,3,1,24,5,2,1
499580928,0.0,75793,953,7.0,3.5,0,0,37,5,10,1
86220800,0.0,40227,2371,8.0,4.5,2,0,24,5,2,1
54294528,2.99,64,10,6.0,3.5,0,2,43,5,0,1
94750720,0.0,36404,0,7.0,0.0,0,4,37,5,34,1
118291456,0.0,10,0,4.0,0.0,0,0,37,5,22,1
63271936,0.0,412,22,5.0,3.5,0,4,23,0,1,1
41422848,9.99,135,36,9.0,5.0,0,4,24,5,1,1
128413696,0.99,220,20,8.0,4.5,0,4,37,5,5,1
133537792,5.99,5,0,7.0,0.0,0,2,37,5,1,1
25072640,4.99,263,101,8.0,4.5,0,4,37,0,9,1
186402816,2.99,14,1,8.0,4.0,0,4,40,5,2,1
927440896,2.99,168,162,7.0,4.0,0,0,43,4,1,1
104749056,0.0,6482,409,8.0,4.5,0,4,37,5,1,1
112141312,0.0,6970,93,8.0,4.5,0,0,37,5,1,1
126050304,0.0,53415,2938,8.0,4.5,3,0,37,5,1,1
112843776,4.99,9731,1840,9.0,4.5,0,3,38,5,1,1
9694208,0.99,165,21,8.0,4.5,0,4,38,0,4,1
144809984,3.99,597,289,8.0,4.5,2,0,40,5,7,1
226834432,0.0,33724,64,8.0,4.5,0,0,37,5,1,1
138738688,0.0,21601,14,7.0,3.5,0,0,38,5,19,1
85273600,0.0,5233,0,7.0,0.0,2,4,37,5,3,1
191706112,6.99,608,96,8.0,5.0,3,0,40,5,10,1
555233280,4.99,852,852,6.0,3.5,1,0,35,5,6,1
24403968,0.99,2,2,6.0,3.5,0,2,26,4,16,1
94908416,0.0,111,12,4.0,3.5,0,4,37,1,1,1
18268160,1.99,306,79,7.0,4.0,0,3,40,5,1,1
85420032,0.0,7427,693,8.0,3.5,0,4,37,4,8,1
103740416,0.0,741,161,8.0,4.5,0,0,37,5,15,1
563081216,6.99,1772,545,8.0,4.5,1,0,43,5,1,1
106000384,0.0,542,366,6.0,4.0,3,4,24,3,1,1
38466560,0.0,60601,5645,8.0,4.5,3,0,38,5,1,1
11747328,4.99,818,180,8.0,4.0,0,3,38,5,11,1
915262464,5.99,438,3,8.0,4.5,0,4,37,5,1,1
138967040,2.99,218,12,7.0,4.0,0,2,40,5,18,1
23582720,1.99,330,30,5.0,3.0,2,4,37,2,1,1
59233280,2.99,581,8,7.0,5.0,0,4,37,5,14,1
77472768,5.99,1034,8,6.0,2.5,0,4,37,1,1,1
449130496,0.0,4475,177,7.0,4.0,0,0,40,5,1,1
110870528,0.99,945,95,9.0,5.0,3,0,40,5,1,1
142803968,0.0,6808,9,8.0,4.0,0,4,37,5,8,1
183631872,0.0,325,16,6.0,4.0,0,1,38,5,1,1
78813184,9.99,521,35,7.0,4.5,0,4,37,5,1,1
125425664,2.99,181,32,7.0,4.5,0,3,37,0,9,1
335650816,0.0,6055,34,8.0,4.0,0,0,24,5,20,1
41937920,2.99,169,57,8.0,4.5,2,0,38,5,1,1
11819008,0.0,11976,172,8.0,4.5,0,4,37,0,1,1
21944320,0.0,128,74,9.0,5.0,0,4,38,5,2,1
265484288,0.0,393469,34,8.0,3.5,0,0,37,5,26,1
395522048,0.99,2470,984,7.0,4.0,0,0,36,5,18,1
53260288,0.0,5030,1014,7.0,4.0,0,0,43,5,1,1
87713792,2.99,5102,114,8.0,4.0,0,2,40,5,18,1
30641152,2.99,47,2,7.0,4.0,0,0,40,3,1,1
67786752,0.0,23160,44,8.0,4.5,0,0,37,5,7,1
94605312,2.99,1875,176,8.0,4.5,0,4,37,4,14,1
146871296,0.0,146,24,4.0,1.5,0,4,24,4,1,1
222722048,0.0,2177,0,8.0,0.0,1,3,37,0,30,1
143166464,0.0,0,0,0.0,0.0,3,4,37,0,1,1
51133440,3.99,1189,11,8.0,3.5,0,4,37,5,6,1
170844160,0.0,111579,365,8.0,5.0,1,0,38,5,12,1
44654592,0.0,18072,129,8.0,4.0,0,0,40,1,1,1
19279872,1.99,155,71,7.0,4.0,0,4,37,5,2,1
103856128,0.0,1722,18,8.0,4.0,0,4,37,5,8,1
62558208,2.99,2122,129,9.0,4.5,2,0,43,5,16,1
1790959616,6.99,9097,2662,7.0,4.5,3,0,39,5,5,1
1015242752,3.99,5513,665,8.0,4.5,3,0,39,5,1,1
43640832,19.99,559,15,7.0,4.5,0,4,37,5,11,1
51890176,2.99,184,17,7.0,4.5,3,4,40,5,54,1
60375040,0.99,726,52,8.0,4.5,1,0,43,0,1,1
1271361536,0.0,45270,763,8.0,4.0,3,0,37,5,15,1
49221632,2.99,348,35,6.0,3.5,2,0,43,5,1,1
170045440,2.99,226,96,7.0,4.0,0,0,43,5,1,1
135050240,4.99,15030,319,8.0,4.5,2,0,37,5,13,1
182361088,0.0,155903,713,8.0,4.5,2,0,38,5,1,1
103040000,0.0,13436,39,8.0,4.5,2,4,37,0,15,1
76668928,0.99,303,40,8.0,5.0,0,4,38,5,26,1
190652416,6.99,78,30,9.0,5.0,1,0,24,5,1,1
255747072,0.0,123859,1174,8.0,4.5,0,0,38,5,13,1
55465984,2.99,108,9,8.0,4.5,0,0,43,5,1,1
40534016,0.0,9,0,8.0,0.0,2,0,40,0,1,1
146302976,2.99,5078,761,8.0,4.5,0,0,38,5,13,1
110575616,0.0,142,0,4.0,0.0,0,4,37,4,1,1
64293888,0.0,218024,1734,8.0,4.5,0,0,40,5,16,1
313371648,2.99,452,40,7.0,4.0,0,1,38,5,3,1
61737984,0.0,0,0,0.0,0.0,3,4,37,0,2,1
56049664,1.99,289,46,8.0,4.0,0,0,43,2,1,1
253294592,0.0,29090,23,8.0,4.0,2,0,37,5,11,1
189254656,2.99,386,28,8.0,4.0,0,3,37,5,12,1
935366656,0.0,41277,220,8.0,4.5,1,0,38,5,10,1
79953920,2.99,477,6,8.0,3.5,0,2,38,5,16,1
49570816,0.0,14682,0,6.0,0.0,0,4,37,3,1,1
15432704,0.99,294,6,6.0,3.0,2,4,38,5,30,1
42519552,9.99,0,0,0.0,0.0,0,2,37,5,1,1
33111040,0.0,77,5,6.0,2.0,3,4,24,4,2,1
69730304,2.99,195,79,6.0,3.5,2,0,43,5,2,1
200338432,0.0,1458,914,8.0,4.5,0,1,37,5,1,1
802537472,0.99,3525,970,8.0,4.5,1,0,40,5,13,1
74008576,0.0,22,0,9.0,0.0,0,4,37,5,31,1
45628416,0.0,7,0,7.0,0.0,0,2,37,0,2,1
51005440,1.99,9035,72,8.0,5.0,0,1,37,4,11,1
59541504,1.99,3311,380,8.0,4.5,0,0,40,5,1,1
72475648,0.99,26,6,6.0,3.5,2,0,40,5,2,1
59232256,0.0,1525,352,8.0,5.0,0,4,37,5,31,1
25284608,2.99,1436,155,8.0,4.5,0,0,43,5,1,1
78278656,3.99,1622,236,8.0,4.5,1,0,38,3,1,1
341276672,0.99,702,38,7.0,4.0,2,0,38,5,11,1
25169920,0.0,897,553,6.0,3.5,2,0,43,5,16,1
25640960,0.0,689,102,4.0,2.5,0,3,38,5,20,1
45851648,0.0,248,2,7.0,4.5,0,2,37,5,6,1
181924864,0.0,39217,1947,8.0,4.5,0,0,38,5,12,1
1497927680,4.99,2054,2054,8.0,4.5,1,0,40,5,1,1
78533632,0.0,5684,33,7.0,5.0,0,4,37,5,5,1
91312128,0.99,5305,632,8.0,4.5,1,0,40,5,6,1
24664064,2.99,362,1,8.0,5.0,0,4,37,0,1,1
185886720,0.0,0,0,0.0,0.0,0,4,37,3,1,1
113300480,0.0,4861,19,8.0,4.5,0,4,37,5,1,1
99328000,2.99,1033,54,8.0,4.5,0,4,40,1,12,1
889060352,4.99,3376,336,8.0,4.5,2,0,43,5,1,1
187350016,0.0,1274,0,8.0,0.0,0,3,37,4,10,1
460077056,1.99,36809,2858,9.0,5.0,1,0,39,4,1,1
51470336,1.99,1702,127,7.0,4.0,0,4,38,5,9,1
220386304,0.0,107916,507,7.0,3.0,1,0,37,5,29,1
177529856,1.99,2971,1,8.0,5.0,0,3,38,5,24,1
165612544,0.0,15399,613,8.0,4.5,0,0,40,5,1,1
14665728,5.99,3610,724,8.0,4.5,0,3,38,5,1,1
29184000,0.0,1,1,7.0,4.0,0,4,38,0,1,1
128899072,0.0,41,0,8.0,0.0,0,4,37,0,1,1
181036032,2.99,9,0,8.0,0.0,0,1,40,5,1,1
298639360,2.99,273,55,6.0,3.5,0,4,39,5,20,1
119949312,4.99,4511,111,8.0,4.5,0,4,24,5,7,1
76720128,1.99,3431,93,8.0,4.0,0,4,37,0,7,1
87296000,0.0,488,5,6.0,4.0,2,0,38,5,1,1
22989824,4.99,150,21,5.0,3.5,0,4,38,5,2,1
105250816,4.99,238,12,8.0,4.5,2,0,38,5,1,1
31154176,6.99,530,526,7.0,4.0,3,3,43,5,28,1
17336320,0.99,259,8,8.0,5.0,0,4,38,5,2,1
25294848,0.99,299,18,9.0,5.0,0,0,40,0,12,1
1182578688,0.0,23779,128,8.0,4.0,1,0,38,5,32,1
198499328,4.99,1761,13,8.0,5.0,0,4,37,5,15,1
225522688,0.0,0,0,0.0,0.0,2,4,37,4,2,1
3671040,2.99,409,46,7.0,3.5,1,0,37,3,2,1
153955328,0.0,241929,2013,8.0,4.5,1,0,38,5,4,1
33232896,0.0,0,0,0.0,0.0,3,4,37,0,19,1
97841152,2.99,1501,60,9.0,4.5,2,4,37,5,1,1
250150912,0.0,53285,623,8.0,4.5,3,0,40,5,1,1
1978368,0.0,0,0,0.0,0.0,1,1,40,0,2,1
35266560,1.99,6696,5031,7.0,4.0,0,4,40,0,10,1
167804928,0.0,9930,53,7.0,4.0,2,0,38,5,1,1
363242496,0.99,317,12,8.0,4.0,0,0,37,5,4,1
896147456,2.99,0,0,0.0,0.0,0,0,43,4,1,1
12126208,4.99,1476,666,8.0,4.5,0,4,38,3,9,1
88988672,0.0,668,0,5.0,0.0,0,2,37,5,1,1
16912384,0.99,5,1,8.0,3.0,0,3,40,5,2,1
34455552,0.0,0,0,0.0,0.0,2,1,38,0,2,1
1995877376,20.99,0,0,0.0,0.0,0,4,24,5,2,1
906462208,0.0,64586,330,8.0,4.5,2,0,38,5,15,1
172608512,14.99,896,10,7.0,4.5,0,4,37,5,10,1
46197760,0.0,5222,199,7.0,4.5,0,1,37,5,1,1
33662976,0.0,58,0,5.0,0.0,0,3,37,0,4,1
93094912,1.99,10239,93,8.0,4.0,0,0,38,5,9,1
95670272,2.99,352,223,8.0,4.5,0,2,40,5,21,1
16485376,2.99,613,38,7.0,4.0,0,3,37,4,1,1
227790848,0.0,2641,22,6.0,4.0,2,4,37,5,1,1
240198656,0.0,81648,9,8.0,5.0,0,0,38,5,8,1
102137856,2.99,4137,2391,8.0,4.5,0,4,40,0,17,1
15210496,0.0,599,236,8.0,4.5,0,3,37,0,1,1
112906240,0.99,6,0,7.0,0.0,0,2,40,0,4,1
851309568,3.99,2036,243,8.0,4.5,2,0,38,5,1,1
79237120,0.99,2817,475,8.0,4.5,2,0,38,5,13,1
199843840,0.99,598,115,8.0,4.5,1,0,39,5,10,1
